172.16.46.205,172.16.47.255,17,1381241512.815529000,50
172.16.46.43,224.0.0.252,17,1381241512.866902000,22
172.16.47.108,172.16.47.255,17,1381241512.960836000,50
172.16.46.112,224.0.0.252,17,1381241512.975391000,24
172.16.46.112,224.0.0.252,17,1381241512.975626000,24
172.16.46.112,172.16.47.255,17,1381241513.087010000,50
172.16.46.112,172.16.47.255,17,1381241513.087042000,50
172.16.46.112,224.0.0.252,17,1381241513.087607000,24
172.16.46.112,224.0.0.252,17,1381241513.087801000,24
172.16.46.43,172.16.47.255,17,1381241513.205332000,50
172.16.47.155,172.16.47.255,17,1381241513.206267000,50
172.16.46.112,172.16.47.255,17,1381241513.315410000,50
172.16.46.112,172.16.47.255,17,1381241513.315419000,50
172.16.46.112,224.0.0.252,17,1381241513.498114000,24
172.16.46.112,224.0.0.252,17,1381241513.498305000,24
172.16.46.201,224.0.0.252,17,1381241513.657882000,22
172.16.46.201,255.255.255.255,17,1381241513.708828000,300
172.16.46.201,224.0.0.252,17,1381241513.758170000,22
172.16.47.147,224.0.0.252,17,1381241513.779431000,22
172.16.46.201,224.0.0.252,17,1381241513.820939000,22
172.16.46.112,172.16.47.255,17,1381241513.837014000,50
172.16.46.112,172.16.47.255,17,1381241513.837045000,50
172.16.47.147,224.0.0.252,17,1381241513.879146000,22
172.16.46.201,224.0.0.252,17,1381241513.921227000,22
172.16.46.201,172.16.47.255,17,1381241513.959020000,50
172.16.46.43,172.16.47.255,17,1381241513.959417000,50
172.16.46.201,224.0.0.252,17,1381241513.983719000,22
172.16.47.213,172.16.47.255,17,1381241514.001279000,50
172.16.46.201,224.0.0.252,17,1381241514.057926000,22
172.16.46.112,172.16.47.255,17,1381241514.065055000,50
172.16.46.112,224.0.0.252,17,1381241514.065716000,24
172.16.46.112,172.16.47.255,17,1381241514.065750000,50
172.16.46.112,172.16.47.255,17,1381241514.065959000,50
172.16.46.112,172.16.47.255,17,1381241514.065977000,50
172.16.46.112,224.0.0.252,17,1381241514.066452000,24
172.16.47.147,172.16.47.255,17,1381241514.079161000,50
172.16.46.201,224.0.0.252,17,1381241514.084973000,22
172.16.46.112,172.16.47.255,17,1381241514.086839000,50
172.16.46.112,172.16.47.255,17,1381241514.086961000,50
172.16.46.112,224.0.0.252,17,1381241514.087530000,24
172.16.46.112,224.0.0.252,17,1381241514.087718000,24
172.16.46.201,224.0.0.252,17,1381241514.109868000,22
172.16.46.201,172.16.47.255,17,1381241514.122264000,50
172.16.47.226,255.255.255.255,17,1381241514.127659000,300
172.16.47.226,224.0.0.252,17,1381241514.137014000,22
172.16.46.201,224.0.0.252,17,1381241514.144915000,22
172.16.46.201,224.0.0.252,17,1381241514.158393000,22
172.16.46.201,224.0.0.252,17,1381241514.169316000,22
172.16.46.201,224.0.0.252,17,1381241514.210220000,22
172.16.46.201,224.0.0.252,17,1381241514.216328000,22
172.16.46.201,224.0.0.252,17,1381241514.245105000,22
172.16.47.226,224.0.0.252,17,1381241514.245290000,22
172.16.46.201,224.0.0.252,17,1381241514.270699000,22
172.16.46.201,172.16.47.255,17,1381241514.285813000,50
172.16.46.201,224.0.0.252,17,1381241514.323056000,22
172.16.46.201,172.16.47.255,17,1381241514.358418000,50
172.16.46.201,172.16.47.255,17,1381241514.411101000,50
172.16.46.201,172.16.47.255,17,1381241514.445446000,50
172.16.47.226,172.16.47.255,17,1381241514.449177000,50
172.16.46.201,172.16.47.255,17,1381241514.471601000,50
172.16.46.112,224.0.0.252,17,1381241514.497967000,24
172.16.46.112,224.0.0.252,17,1381241514.498146000,24
172.16.46.112,224.0.0.252,17,1381241514.498269000,24
172.16.46.112,224.0.0.252,17,1381241514.498432000,24
172.16.46.201,172.16.47.255,17,1381241514.523845000,50
172.16.46.112,172.16.47.255,17,1381241514.587548000,50
172.16.46.112,172.16.47.255,17,1381241514.587571000,50
172.16.46.201,172.16.47.255,17,1381241514.707746000,50
172.16.46.43,172.16.47.255,17,1381241514.716148000,50
172.16.46.43,224.0.0.252,17,1381241514.717184000,22
172.16.46.112,172.16.47.255,17,1381241514.815964000,50
172.16.46.112,172.16.47.255,17,1381241514.815995000,50
172.16.47.147,172.16.47.255,17,1381241514.828869000,50
172.16.46.112,172.16.47.255,17,1381241514.836655000,50
172.16.46.112,172.16.47.255,17,1381241514.837720000,50
172.16.46.201,172.16.47.255,17,1381241514.871938000,50
172.16.46.201,172.16.47.255,17,1381241515.034994000,50
172.16.47.254,172.16.0.30,17,1381241515.066307000,37
172.16.47.254,172.16.0.30,17,1381241515.066427000,45
172.16.47.254,172.16.0.30,17,1381241515.066465000,33
172.16.0.30,172.16.47.254,17,1381241515.066695000,122
172.16.0.30,172.16.47.254,17,1381241515.066727000,49
172.16.47.254,172.16.0.30,17,1381241515.066862000,34
172.16.47.254,172.16.0.30,17,1381241515.066884000,34
172.16.0.30,172.16.47.254,17,1381241515.067109000,66
172.16.0.30,172.16.47.254,17,1381241515.067129000,34
172.16.46.201,172.16.47.255,17,1381241515.107947000,50
172.16.46.43,224.0.0.252,17,1381241515.128020000,22
172.16.0.30,172.16.47.254,17,1381241515.157816000,78
