172.16.46.239,172.16.47.255,3,150,1381241528.982531,1381241530.482648,0.750124,0,0,0.000000,0.000000,0.000000
172.16.46.239,224.0.0.252,2,180,1381241522.466757,1381241522.566688,0.099931,0,0,0.000000,0.000000,0.000000
172.16.46.245,255.255.255.255,1,178,1381241516.351089,1381241516.351089,0.000000,0,0,0.000000,0.000000,0.000000
172.16.47.20,172.16.47.255,1,112,1381241515.344717,1381241515.344717,0.000000,0,0,0.000000,0.000000,0.000000
172.16.47.20,255.255.255.255,2,224,1381241515.340203,1381241515.344708,0.004505,0,0,0.000000,0.000000,0.000000
172.16.47.50,172.16.47.255,3,150,1381241515.676068,1381241517.176969,0.750892,0,0,0.000000,0.000000,0.000000
172.16.47.50,224.0.0.252,2,44,1381241515.677544,1381241516.087287,0.409743,0,0,0.000000,0.000000,0.000000
172.16.47.66,172.16.47.255,6,300,1381241518.879501,1381241529.965282,0.749955,0,0,0.000000,0.000000,0.000000
172.16.47.66,224.0.0.252,4,88,1381241518.879954,1381241528.875765,0.409230,0,0,0.000000,0.000000,0.000000
172.16.47.72,172.16.47.255,3,150,1381241521.742563,1381241523.250883,0.759163,0,0,0.000000,0.000000,0.000000
172.16.47.72,224.0.0.252,2,44,1381241521.441692,1381241521.542290,0.100598,0,0,0.000000,0.000000,0.000000
172.16.47.72,255.255.255.255,1,300,1381241521.446563,1381241521.446563,0.000000,0,0,0.000000,0.000000,0.000000
172.16.47.84,172.16.47.255,12,600,1381241515.906637,1381241517.440095,0.001017,0,0,0.000000,0.000000,0.000000
172.16.47.84,224.0.0.252,8,176,1381241515.606543,1381241515.740221,0.001166,0,0,0.000000,0.000000,0.000000
172.16.47.84,255.255.255.255,1,300,1381241515.612304,1381241515.612304,0.000000,0,0,0.000000,0.000000,0.000000
172.16.47.108,172.16.47.255,11,550,1381241512.960836,1381241531.460814,0.752920,0,0,0.000000,0.000000,0.000000
172.16.47.108,224.0.0.252,7,147,1381241516.457376,1381241531.461996,4.580173,0,0,0.000000,0.000000,0.000000
172.16.47.114,172.16.47.255,14,923,1381241516.031501,1381241531.023130,0.764506,0,0,0.000000,0.000000,0.000000
172.16.47.114,224.0.0.252,6,144,1381241515.726945,1381241529.291774,0.108670,0,0,0.000000,0.000000,0.000000
172.16.47.118,172.16.47.255,1,112,1381241517.523483,1381241517.523483,0.000000,0,0,0.000000,0.000000,0.000000
172.16.47.118,255.255.255.255,3,336,1381241517.505758,1381241517.523311,0.017523,0,0,0.000000,0.000000,0.000000
172.16.47.147,172.16.47.255,12,600,1381241514.079161,1381241529.172526,0.750003,0,0,0.000000,0.000000,0.000000
172.16.47.147,224.0.0.252,8,176,1381241513.779431,1381241527.472706,0.099957,0,0,0.000000,0.000000,0.000000
172.16.47.155,172.16.47.255,4,200,1381241513.206267,1381241523.706689,0.799997,0,0,0.000000,0.000000,0.000000
172.16.47.155,224.0.0.252,2,48,1381241522.156045,1381241522.566818,0.410773,0,0,0.000000,0.000000,0.000000
172.16.47.160,172.16.47.254,3,0,1381241529.360577,1381241530.357401,0.499872,3,0,1381241529.360625,1381241530.357450,0.499860
172.16.47.169,172.16.47.255,6,300,1381241527.416415,1381241528.942699,0.027124,0,0,0.000000,0.000000,0.000000
172.16.47.169,224.0.0.252,4,88,1381241527.116422,1381241527.243184,0.027471,0,0,0.000000,0.000000,0.000000
172.16.47.193,172.16.47.255,3,150,1381241520.371775,1381241521.873920,0.751212,0,0,0.000000,0.000000,0.000000
172.16.47.193,224.0.0.252,2,44,1381241520.372633,1381241520.782737,0.410104,0,0,0.000000,0.000000,0.000000
172.16.47.213,172.16.47.255,9,450,1381241514.001279,1381241530.185971,0.622539,0,0,0.000000,0.000000,0.000000
172.16.47.225,172.16.47.254,3,0,1381241530.324124,1381241531.330982,0.506206,3,0,1381241530.324169,1381241531.331043,0.506219
172.16.47.226,172.16.47.255,56,2800,1381241514.449177,1381241531.263087,0.014802,0,0,0.000000,0.000000,0.000000
172.16.47.226,224.0.0.252,40,886,1381241514.137014,1381241530.296331,0.004888,0,0,0.000000,0.000000,0.000000
172.16.47.226,255.255.255.255,1,300,1381241514.127659,1381241514.127659,0.000000,0,0,0.000000,0.000000,0.000000
172.16.47.247,172.16.47.255,3,150,1381241519.783635,1381241521.288166,0.754478,0,0,0.000000,0.000000,0.000000
172.16.47.247,224.0.0.252,2,44,1381241519.784529,1381241520.194864,0.410335,0,0,0.000000,0.000000,0.000000
172.16.47.254,173.194.36.33,35,4469,1381241516.183299,1381241526.744391,0.001078,30,5802,1381241516.183608,1381241523.022849,0.003125
172.16.47.254,173.194.36.36,10,484,1381241516.182654,1381241526.743817,0.001509,8,4137,1381241516.182908,1381241517.773387,0.012693
172.16.47.254,173.194.36.42,27,2115,1381241516.183082,1381241526.744152,0.006204,22,12013,1381241516.183386,1381241521.682193,0.014527
172.16.47.254,173.194.36.53,135,52338,1381241516.273246,1381241526.916238,0.000670,130,130495,1381241516.273521,1381241526.916151,0.002589
